answer_time	part_id	quest_id	type	game_knowledge	has_played	grammar	syntax	coherence	suitable	information	comments	Grade the grammar (spelling mistakes etc...).	Grade the syntax (is the word order correct? are the verbs well conjugated? etc)	How coherent is the quest? Grade on a scale from 1 to 5.	Grade how suitable the language used is for this kind of quest.	According to you, does the quest contain enough information? (goal, tasks etc...)	Additional comments	Grade the grammar (spelling mistakes etc...).	Grade the syntax (is the word order correct? are the verbs well conjugated? etc)	How coherent is the quest? Grade on a scale from 1 to 5.	Grade how suitable the language used is for this kind of quest.	According to you, does the quest contain enough information? (goal, tasks etc...)	Additional comments	Grade the grammar (spelling mistakes etc...).	Grade the syntax (is the word order correct? are the verbs well conjugated? etc)	How coherent is the quest? Grade on a scale from 1 to 5.	Grade how suitable the language used is for this kind of quest.	According to you, does the quest contain enough information? (goal, tasks etc...)	Additional comments	Grade the grammar (spelling mistakes etc...).	Grade the syntax (is the word order correct? are the verbs well conjugated? etc)	How coherent is the quest? Grade on a scale from 1 to 5.	Grade how suitable the language used is for this kind of quest.	Additional comments	Grade the grammar (spelling mistakes etc...).	Grade the syntax (is the word order correct? are the verbs well conjugated? etc)	How coherent is the quest? Grade on a scale from 1 to 5.	Grade how suitable the language used is for this kind of quest.	According to you, does the quest contain enough information? (goal, tasks etc...)	According to you, does the quest contain enough information? (goal, tasks etc...)	Additional comments	Grade the grammar (spelling mistakes etc...).	Grade the syntax (is the word order correct? are the verbs well conjugated? etc)	How coherent is the quest? Grade on a scale from 1 to 5.	Grade how suitable the language used is for this kind of quest.	According to you, does the quest contain enough information? (goal, tasks etc...)	Additional comments	Grade the grammar (spelling mistakes etc...).	Grade the syntax (is the word order correct? are the verbs well conjugated? etc)	How coherent is the quest? Grade on a scale from 1 to 5.	Grade how suitable the language used is for this kind of quest.	According to you, does the quest contain enough information? (goal, tasks etc...)	Additional comments	Grade the grammar (spelling mistakes etc...).	Grade the syntax (is the word order correct? are the verbs well conjugated? etc)	How coherent is the quest? Grade on a scale from 1 to 5.	Grade how suitable the language used is for this kind of quest.	According to you, does the quest contain enough information? (goal, tasks etc...)	Additional comments	Grade the grammar (spelling mistakes etc...).	Grade the syntax (is the word order correct? are the verbs well conjugated? etc)	Grade how suitable the language used is for this kind of quest.	How coherent is the quest? Grade on a scale from 1 to 5.	According to you, does the quest contain enough information? (goal, tasks etc...)	Additional comments
2024/02/28 8:39:44 AM UTC+1	13	1	real	1	FALSE	4	2	5	5	4																																																							
2024/02/28 8:39:44 AM UTC+2	13	2	generated	1	FALSE	5	5	4	5	5																																																							
2024/02/28 8:39:44 AM UTC+3	13	3	real	1	FALSE	5	5	5	5	3																																																							
2024/02/28 8:39:44 AM UTC+4	13	4	generated	1	FALSE	5	5	5	5	5																																																							
2024/02/28 8:39:44 AM UTC+5	13	5	real	1	FALSE	5	5	5	5	3																																																							
2024/02/28 8:39:44 AM UTC+6	13	6	generated	1	FALSE	5	5	5	5	5																																																							
2024/02/28 8:39:44 AM UTC+7	13	7	real	1	FALSE	5	5	5	5	5																																																							
2024/02/28 8:39:44 AM UTC+8	13	8	generated	1	FALSE	4	5	3	4	3																																																							
2024/02/28 8:39:44 AM UTC+9	13	9	real	1	FALSE	5	5	5	5	5																																																							
2024/02/28 8:39:44 AM UTC+10	13	10	generated	1	FALSE	5	5	5	5	5																																																							
2024/02/28 11:10:00 AM UTC+1	14	1	real	1	FALSE	4	4	5	4	5																																																							
2024/02/28 11:10:00 AM UTC+2	14	2	generated	1	FALSE	5	5	3	4	3																																																							
2024/02/28 11:10:00 AM UTC+3	14	3	real	1	FALSE	5	5	4	5	4																																																							
2024/02/28 11:10:00 AM UTC+4	14	4	generated	1	FALSE	5	4	3	5	4																																																							
2024/02/28 11:10:00 AM UTC+5	14	5	real	1	FALSE	4	4	2	4	3																																																							
2024/02/28 11:10:00 AM UTC+6	14	6	generated	1	FALSE	5	4	4	4	4																																																							
2024/02/28 11:10:00 AM UTC+7	14	7	real	1	FALSE	5	5	5	5	5																																																							
2024/02/28 11:10:00 AM UTC+8	14	8	generated	1	FALSE	5	5	5	5	5																																																							
2024/02/28 11:10:00 AM UTC+9	14	9	real	1	FALSE	5	4	5	4	5																																																							
2024/02/28 11:10:00 AM UTC+10	14	10	generated	1	FALSE	5	5	5	5	5																																																							
2024/02/28 2:23:07 PM UTC+1	15	1	real	5	TRUE	4	5	5	3	1	No quest/reward fee No local info No limitations info  Flavour text is a bit mid. Heavily american yet synthetic. Localisation of the MH games is quite good at staying nutral when it comes to english. Localisation uses steriotypes and accents to give a personal touch to the quest's flavour text but not to this extent.																																																						
2024/02/28 2:23:07 PM UTC+2	15	2	generated	5	TRUE	5	5	1	5	1	No quest/reward fee No local info No limitations info  Pink Rathians don't turn purple in any conditions - this even isn't one of the typical mistakes non-hunters make about monsters. Also, why is Kulu-Ya-Ku in the quest as a target? It's never mentioned in the flavour text.																																																						
2024/02/28 2:23:07 PM UTC+3	15	3	real	5	TRUE	5	5	3	5	1	No quest/reward fee No local info No limitations info  Monster selection is awkward here. 3 Elder Dragons and a lavasioth? Could be good for a troll quest like the old MH games used to have but the flavour text is very serious so this doesn't work.  Also not sure if more than 2 eldar dragons on a singular quest has been done in a MH game before.  Also just realised - no quest fee and no reward fee in quest desciptions																																																						
2024/02/28 2:23:07 PM UTC+4	15	4	generated	5	TRUE	5	5	2	4	3	 No quest/reward fee No local info No limitations info Quest difficuly is easy for a Devil Jho? Should be at least high.  Quest flavour text seems to imply there is a Board member in the location the quest takes place.  No mention of having the distract the Devil Jho/kill it so member can be retrieved. Just sundenly say "kill the beast". Moreover one could easily infer that the board member is the Devil Jho. Yet we are sent to locate the board member perhaps?  Quest desciption is very confusing.  "May or may not have been seen" if you're not sure why do we need to hunt Devil Jho before locating member? "taking this matter seriously" what matter? Than a boad member is in the forest?  "Contacting our other members should we learn of their location" perhaps this is part of a quest line locating board members? But they need to informed of this incident yet they are missing too?  Very confused. Would say this is generated using AI.																																																						
2024/02/28 2:23:07 PM UTC+5	15	5	real	5	TRUE	5	5	4	5	1	No quest/reward fee No local info No limitations info  Passable - could do with mention that Tigrex is the imagination but is an easy connection to make so is fine.																																																						
2024/02/28 2:23:07 PM UTC+6	15	6	generated	5	TRUE	5	5	1	4	1	No quest/reward fee No local info No limitations info Difficulty hard for uragaan is a bit much (perhaps a tempered/frenzy/qurio uragaan would work)  Ok quest desciption is just bad here.  The "commander of this expedition" is implied to be the monster. Obviously wrong. Uragaan is not a subspecies it's the regular version.  Suspicions of IA are getting higher																																																						
2024/02/28 2:23:07 PM UTC+7	15	7	real	5	TRUE	5	5	4	4	1	No quest/reward fee No local info No limitations info  Also missing everomwntal info actually! Such as stable or unstable. What kind of small monsters are around etc...  Quest descpition is better - can kinda make sense here although themes implied are not used in the MH series like this																																																						
2024/02/28 2:23:07 PM UTC+8	15	8	generated	5	TRUE	5	5	1	4	1	No quest/reward fee No local info No limitation info either actually! (Player limit, required level etc...)  Can't have 7 monsters in a quest Quest desciption mentions seeing Diablos in jungle... this is arena quest																																																						
2024/02/28 2:23:07 PM UTC+9	15	9	real	5	TRUE	5	5	1	None	1	No quest/reward fee No local info No limitations info  Rajang and tetranodon are large monsters - there cannot be 20 of them in a single quest. This is probably emulating the small monster hunting quests. Is ok if that's the case but not with these monsters.																																																						
2024/02/28 2:23:07 PM UTC+10	15	10	generated	5	TRUE	5	5	5	1	1	No quest/reward fee No local info No limitations info  Mentions the arena and ganted equipment yet we are told this is a jungle quest location. Obviously wrong.  (Have added all my observations about quest info to previously answered questions but left the notes indicating when I realised each of them was missing. Might be useful)																																																						
2024/02/28 2:54:04 PM UTC+1	16	1	real	3	FALSE	4	3	4	4	3																																																							
2024/02/28 2:54:04 PM UTC+2	16	2	generated	3	FALSE	5	5	3	5	3																																																							
2024/02/28 2:54:04 PM UTC+3	16	3	real	3	FALSE	5	5	4	4	5																																																							
2024/02/28 2:54:04 PM UTC+4	16	4	generated	3	FALSE	5	5	5	5	5																																																							
2024/02/28 2:54:04 PM UTC+5	16	5	real	3	FALSE	5	4	4	5	5																																																							
2024/02/28 2:54:04 PM UTC+6	16	6	generated	3	FALSE	5	5	4	4	3	It would be nice to get additional context  																																																						
2024/02/28 2:54:04 PM UTC+7	16	7	real	3	FALSE	5	4	5	5	5	This prompt lacks a little bit of personality 																																																						
2024/02/28 2:54:04 PM UTC+8	16	8	generated	3	FALSE	5	4	5	5	5																																																							
2024/02/28 2:54:04 PM UTC+9	16	9	real	3	FALSE	5	5	5	5	5																																																							
2024/02/28 2:54:04 PM UTC+10	16	10	generated	3	FALSE	5	5	4	4	3	I don’t understand if the equipment is required to accomplish the quest or not  																																																						
2024/02/28 5:48:55 PM UTC+1	17	1	real	4	TRUE	5	5	5	5	5																																																							
2024/02/28 5:48:55 PM UTC+2	17	2	generated	4	TRUE	5	5	5	5	5																																																							
2024/02/28 5:48:55 PM UTC+3	17	3	real	4	TRUE	5	5	5	5	5																																																							
2024/02/28 5:48:55 PM UTC+4	17	4	generated	4	TRUE	5	5	5	5	5																																																							
2024/02/28 5:48:55 PM UTC+5	17	5	real	4	TRUE	5	5	5	5	5																																																							
2024/02/28 5:48:55 PM UTC+6	17	6	generated	4	TRUE	5	5	5	5	5																																																							
2024/02/28 5:48:55 PM UTC+7	17	7	real	4	TRUE	5	5	5	5	5																																																							
2024/02/28 5:48:55 PM UTC+8	17	8	generated	4	TRUE	5	5	5	5	5																																																							
2024/02/28 5:48:55 PM UTC+9	17	9	real	4	TRUE	5	5	5	5	5																																																							
2024/02/28 5:48:55 PM UTC+10	17	10	generated	4	TRUE	5	5	5	5	5																																																							
2024/02/28 7:54:53 PM UTC+1	18	1	real	1	FALSE	4	4	4	4	4																																																							
2024/02/28 7:54:53 PM UTC+2	18	2	generated	1	FALSE	3	4	4	4	4																																																							
2024/02/28 7:54:53 PM UTC+3	18	3	real	1	FALSE	4	4	4	4	4																																																							
2024/02/28 7:54:53 PM UTC+4	18	4	generated	1	FALSE	4	4	4	4	4																																																							
2024/02/28 7:54:53 PM UTC+5	18	5	real	1	FALSE	4	4	4	4	4																																																							
2024/02/28 7:54:53 PM UTC+6	18	6	generated	1	FALSE	4	4	4	4	4																																																							
2024/02/28 7:54:53 PM UTC+7	18	7	real	1	FALSE	4	4	4	4	4																																																							
2024/02/28 7:54:53 PM UTC+8	18	8	generated	1	FALSE	4	4	4	4	4																																																							
2024/02/28 7:54:53 PM UTC+9	18	9	real	1	FALSE	4	4	4	4	4																																																							
2024/02/28 7:54:53 PM UTC+10	18	10	generated	1	FALSE	4	4	4	4	4																																																							
2024/02/28 8:06:17 PM UTC+1	19	1	real	3	TRUE	3	4	2	3	2																																																							
2024/02/28 8:06:17 PM UTC+2	19	2	generated	3	TRUE	4	3	2	4	2																																																							
2024/02/28 8:06:17 PM UTC+3	19	3	real	3	TRUE	4	4	1	2	2																																																							
2024/02/28 8:06:17 PM UTC+4	19	4	generated	3	TRUE	4	4	4	4	4																																																							
2024/02/28 8:06:17 PM UTC+5	19	5	real	3	TRUE	3	4	2	2	2																																																							
2024/02/28 8:06:17 PM UTC+6	19	6	generated	3	TRUE	5	5	5	5	5																																																							
2024/02/28 8:06:17 PM UTC+7	19	7	real	3	TRUE	4	4	2	3	3																																																							
2024/02/28 8:06:17 PM UTC+8	19	8	generated	3	TRUE	4	4	4	4	4																																																							
2024/02/28 8:06:17 PM UTC+9	19	9	real	3	TRUE	4	4	3	3	3																																																							
2024/02/28 8:06:17 PM UTC+10	19	10	generated	3	TRUE	4	4	4	4	4																																																							
2024/02/28 8:30:56 PM UTC+1	20	1	real	4	TRUE	4	4	5	5	5	This is basically word-for-word the actual quest but there are still some mistakes, which is interesting. But all in all it makes sense and would work fine.																																																						
2024/02/28 8:30:56 PM UTC+2	20	2	generated	4	TRUE	4	5	4	5	3	I don’t know why there’s a Kulu-ya-ku here. For Monster Hunter I don’t even read those blurbs half the time but for a tool where that might be important it’s lacking.																																																						
2024/02/28 8:30:56 PM UTC+3	20	3	real	4	TRUE	5	5	5	5	5	I don’t know why a quest with four monsters, one of which being an elder dragon, is labelled “medium difficulty” but otherwise this makes enough sense that it would be difficult.																																																						
2024/02/28 8:30:56 PM UTC+4	20	4	generated	4	TRUE	5	5	4	4	2	So…why is the board surprised to hear one of their members in the forest? Are we hunting the Deviljho because it might harm the board member? Who cares if the other members are contacted? Like, sure, I have a task but I have no idea what’s going on beyond that.																																																						
2024/02/28 8:30:56 PM UTC+5	20	5	real	4	TRUE	5	5	3	4	1	Again I know the goal is to hunt a Tigrex and they’re brute Wyverns and all, but I feel like I’ve only got part of the story here. I can make it up myself fairly easily but as far as expecting the blurb to have the info I need or reasons for doing the hunt it lacks. I’d imagine this person wants to watch a beef-cake brute wyvern fighting to get inspiration to also be a beef-cake? But eating isn’t really a Tigrex-specific thing. Something like a Great Jagras would make more sense and may even have been where GPT ripped that blurb from.																																																						
2024/02/28 8:30:56 PM UTC+6	20	6	generated	4	TRUE	5	5	1	5	3	I get why hunting a subspecies would be helpful but what does the commander have to do with it and, again, why are they surprised to find them somewhere? That whole first sentence is wack.  Also, I know it’s a name and all but shouldn’t that be “an Uragaan” not “a Uragaan”?																																																						
2024/02/28 8:30:56 PM UTC+7	20	7	real	4	TRUE	5	5	5	5	5	Not sure why I’m doing this coward’s job for them but ok. 																																																						
2024/02/28 8:30:56 PM UTC+8	20	8	generated	4	TRUE	5	5	5	4	4	The blurb is for the jungle but the location is the arena? And why we gotta kill them all? I mean I guess SEVEN DIABLOS would be a BIG problem but they’re just asking us to find out what’s going on																																																						
2024/02/28 8:30:56 PM UTC+9	20	9	real	4	TRUE	5	5	5	5	5	ABSOLUTELY NOT. This is taking the formula of the “kill 20 small monsters” quest and then asking us to slay a bunch of Rajang and Tetranadon like it’s nothing.																																																						
2024/02/28 8:30:56 PM UTC+10	20	10	generated	4	TRUE	5	5	5	5	5	Arena quest in the jungle, but otherwise yea this makes sense.																																																						
2024/02/28 10:29:00 PM UTC+1	21	1	real	4	TRUE	4	4	3	4	4																																																							
2024/02/28 10:29:00 PM UTC+2	21	2	generated	4	TRUE	5	5	2	5	2	Pink rathian doesn't change colors, the second monster is not mentioned 																																																						
2024/02/28 10:29:00 PM UTC+3	21	3	real	4	TRUE	5	5	2	5	3	Difficulty medium with all that ? Nuh-uh																																																						
2024/02/28 10:29:00 PM UTC+4	21	4	generated	4	TRUE	5	5	2	5	3	No links to deviljoh in the description; Deviljoh is not an "easy" difficulty monster 																																																						
2024/02/28 10:29:00 PM UTC+5	21	5	real	4	TRUE	5	5	3	4	3	There are less dangerous monsters to eat than a tigrex... 																																																						
2024/02/28 10:29:00 PM UTC+6	21	6	generated	4	TRUE	5	4	3	4	3	The Commander ?																																																						
2024/02/28 10:29:00 PM UTC+7	21	7	real	4	TRUE	5	5	5	5	5																																																							
2024/02/28 10:29:00 PM UTC+8	21	8	generated	4	TRUE	5	5	3	3	2	No jungle in the arena. Arena quest should only be commission type quests Difficulty medium for 7 diablos ??? 7 DIABLOS ??? 4 monsters is already a lot lot																																																						
2024/02/28 10:29:00 PM UTC+9	21	9	real	4	TRUE	5	5	1	4	4	20 Rajangs (difficulty easy lol) ? Rajang is one of the end game monster !! Besides for big monsters no Monster 1 OR Monster 2, it's always a total count so more 2 rajangs AND 2 Tetranadon. It's also very unusual to have to hunt different monsters multiple times. So either 2 rajangs or 1 rajang + 1 Tetranadon																																																						
2024/02/28 10:29:00 PM UTC+10	21	10	generated	4	TRUE	5	5	3	2	4	This quest is not an flaged as an arena quest but the description says otherwise. Besides no equipement is provided in arena quests, it's always the player equipment he grinded for since It's the fun of the game.																																																						
2024/02/28 10:35:08 PM UTC+1	22	1	real	2	FALSE	4	4	5	4	5	I would argue there needs to be a comma between grass and 'bout. It feels like the spelling, incorrect verb form usage, contractions, and style are aiming at conveying a specific accent, so I can't say these are incorrect but also not 'perfect'.																																																						
2024/02/28 10:35:08 PM UTC+2	22	2	generated	2	FALSE	5	5	5	5	5	Interesting that the quest descriptions are more conversational than directly giving instructions. Otherwise it seems perfectly fine.																																																						
2024/02/28 10:35:08 PM UTC+3	22	3	real	2	FALSE	5	5	5	5	5	Same as before, it seems fine. 																																																						
2024/02/28 10:35:08 PM UTC+4	22	4	generated	2	FALSE	5	5	3	2	3	The description seems arbitrary, as if it isn't related to the quest objectives. You are meant to hunt a beast but the description is talking about Board members until the last line is tacked on about the beast. Maybe that is normal, I don't know.																																																						
2024/02/28 10:35:08 PM UTC+5	22	5	real	2	FALSE	5	5	4	5	5	It seems 'medium' is always lowercase but 'Easy' has upper. I'm beginning to think MH quests are just oddly written by default.																																																						
2024/02/28 10:35:08 PM UTC+6	22	6	generated	2	FALSE	5	5	3	3	5	It contains enough information in the sense that the descriptions can generally be ignored and all that matters is the initial four. This description in particular seems cobbled together, unless the Commander is a beast you hunt and not the leader of your band or the Commission.																																																						
2024/02/28 10:35:08 PM UTC+7	22	7	real	2	FALSE	5	5	4	4	5	hard' also all lowercase here, not sure if they is significant. 																																																						
2024/02/28 10:35:08 PM UTC+8	22	8	generated	2	FALSE	5	5	4	4	5	Not sure why '7' isn't spelled out in the description. I understand it being a numeral in the objective, but in a sentence I would spell it (but I might just be trained old-school where anything under ten is spelled out)																																																						
2024/02/28 10:35:08 PM UTC+9	22	9	real	2	FALSE	5	4	4	4	5	The tone seems conversational, but a slight nitpick would be that starting the sentence with 'and' is a tad odd. Verbally, we do this all the time, but in written form it stands out as odd (to me).																																																						
2024/02/28 10:35:08 PM UTC+10	22	10	generated	2	FALSE	5	5	5	5	5	Description seems a bit out of place, unless there is an Arena in the Jungle (I don't know the game maps), but is otherwise coherent and feels consistent.																																																						
2024/02/29 12:35:43 AM UTC+1	23	1	real	1	FALSE	4	2	4	4	5																																																							
2024/02/29 12:35:43 AM UTC+2	23	2	generated	1	FALSE	4	4	3	4	5																																																							
2024/02/29 12:35:43 AM UTC+3	23	3	real	1	FALSE	5	5	5	5	5																																																							
2024/02/29 12:35:43 AM UTC+4	23	4	generated	1	FALSE	4	5	4	4	5																																																							
2024/02/29 12:35:43 AM UTC+5	23	5	real	1	FALSE	5	5	3	5	3																																																							
2024/02/29 12:35:43 AM UTC+6	23	6	generated	1	FALSE	4	4	4	4	4																																																							
2024/02/29 12:35:43 AM UTC+7	23	7	real	1	FALSE	4	4	5	5	5																																																							
2024/02/29 12:35:43 AM UTC+8	23	8	generated	1	FALSE	5	5	5	5	5																																																							
2024/02/29 12:35:43 AM UTC+9	23	9	real	1	FALSE	5	5	5	5	5																																																							
2024/02/29 12:35:43 AM UTC+10	23	10	generated	1	FALSE	5	4	3	3	3																																																							
2024/02/29 2:58:05 AM UTC+1	24	1	real	5	TRUE	5	5	5	5	5																																																							
2024/02/29 2:58:05 AM UTC+2	24	2	generated	5	TRUE	5	5	4	5	4																																																							
2024/02/29 2:58:05 AM UTC+3	24	3	real	5	TRUE	4	4	3	4	5	Why Lavasioth?  																																																						
2024/02/29 2:58:05 AM UTC+4	24	4	generated	5	TRUE	4	3	2	4	3																																																							
2024/02/29 2:58:05 AM UTC+5	24	5	real	5	TRUE	3	3	3	4	3																																																							
2024/02/29 2:58:05 AM UTC+6	24	6	generated	5	TRUE	4	4	3	5	4																																																							
2024/02/29 2:58:05 AM UTC+7	24	7	real	5	TRUE	4	4	5	5	5																																																							
2024/02/29 2:58:05 AM UTC+8	24	8	generated	5	TRUE	5	5	1	5	4																																																							
2024/02/29 2:58:05 AM UTC+9	24	9	real	5	TRUE	5	5	1	5	4	Massive Hunt-a-thon 																																																						
2024/02/29 2:58:05 AM UTC+10	24	10	generated	5	TRUE	5	5	5	1	5	Famous Jungle arena  																																																						
2024/02/29 8:56:00 PM UTC+1	25	1	real	2	FALSE	3	3	3	5	5																																																							
2024/02/29 8:56:00 PM UTC+2	25	2	generated	2	FALSE	5	5	3	5	5																																																							
2024/02/29 8:56:00 PM UTC+3	25	3	real	2	FALSE	5	5	5	5	5																																																							
2024/02/29 8:56:00 PM UTC+4	25	4	generated	2	FALSE	5	5	3	5	5																																																							
2024/02/29 8:56:00 PM UTC+5	25	5	real	2	FALSE	5	5	1	5	5																																																							
2024/02/29 8:56:00 PM UTC+6	25	6	generated	2	FALSE	5	5	4	5	5																																																							
2024/02/29 8:56:00 PM UTC+7	25	7	real	2	FALSE	5	5	2	5	5																																																							
2024/02/29 8:56:00 PM UTC+8	25	8	generated	2	FALSE	5	5	5	5	5																																																							
2024/02/29 8:56:00 PM UTC+9	25	9	real	2	FALSE	5	5	5	5	5																																																							
2024/02/29 8:56:00 PM UTC+10	25	10	generated	2	FALSE	5	5	5	5	5																																																							
2024/02/29 9:43:33 PM UTC+1	26	1	real	2	FALSE	4	4	5	5	3																																																							
2024/02/29 9:43:33 PM UTC+2	26	2	generated	2	FALSE	5	5	4	5	5																																																							
2024/02/29 9:43:33 PM UTC+3	26	3	real	2	FALSE	5	5	4	5	5	Considering that it's supposed to be a "last quest", I'd rather increase the difficulty level (but it's a small little detail)																																																						
2024/02/29 9:43:33 PM UTC+4	26	4	generated	2	FALSE	5	5	3	5	3																																																							
2024/02/29 9:43:33 PM UTC+5	26	5	real	2	FALSE	5	5	4	3	4																																																							
2024/02/29 9:43:33 PM UTC+6	26	6	generated	2	FALSE	5	5	5	5	5																																																							
2024/02/29 9:43:33 PM UTC+7	26	7	real	2	FALSE	5	4	5	5	5	*got demoted (?) 																																																						
2024/02/29 9:43:33 PM UTC+8	26	8	generated	2	FALSE	5	5	5	5	5																																																							
2024/02/29 9:43:33 PM UTC+9	26	9	real	2	FALSE	5	5	5	5	5																																																							
2024/02/29 9:43:33 PM UTC+10	26	10	generated	2	FALSE	5	5	5	5	5																																																							